Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,City,Region,Distance_KM,Pickup_Delay_Minutes,Demand_Pressure,Festival,Is_Monsoon
SYN2024121700699,40,4.4,28.689139,77.281319,28.671903,77.371699,2024-12-17,21:06:35,21:22:35,Sandstorms,Jam,motorcycle,Metropolitian,77,Shoes,Delhi,North,8.82,16,1.101,None,False
SYN2024121700814,18,4.8,17.352562,78.351658,17.341455,78.44701,2024-12-17,17:06:06,17:21:06,Windy,Jam,motorcycle,Urban,97,Shoes,Hyderabad,South,10.12,15,1.101,None,False
SYN2024121700139,29,4.4,23.206352,77.340749,23.201993,77.440306,2024-12-17,21:31:55,21:43:55,Stormy,High,scooter,Metropolitian,97,Shoes,Bhopal,Central,10.17,12,1.101,None,False
SYN2024121700205,37,4.7,26.832239,75.849942,26.803619,75.847068,2024-12-17,20:08:31,20:19:31,Sunny,Medium,scooter,Metropolitian,27,Electronics,Jaipur,North,0.5,11,1.101,None,False
SYN2024121700672,25,4.8,18.496492,73.904215,18.410416,73.852318,2024-12-17,17:07:40,17:27:40,Stormy,Jam,motorcycle,Metropolitian,97,Books,Pune,West,5.48,20,1.101,None,False
SYN2024121700211,25,4.8,19.16206,72.848393,19.138792,72.824698,2024-12-17,20:33:00,20:51:00,Sunny,Jam,motorcycle,Urban,41,Kitchen,Mumbai,West,2.49,18,1.101,None,False
SYN2024121700025,31,4.0,20.219614,85.818422,20.42287,86.104709,2024-12-17,21:24:12,21:33:12,Sunny,Medium,motorcycle,Metropolitian,106,Apparel,Bhubaneswar,East,29.85,9,1.101,None,False
SYN2024121700734,28,4.6,22.572763,88.352594,22.532043,88.280355,2024-12-17,00:33:39,00:52:39,Sandstorms,Jam,scooter,Metropolitian,66,Snacks,Kolkata,East,7.42,19,1.101,None,False
SYN2024121701038,28,4.6,22.597963,75.868722,22.575456,75.805359,2024-12-17,17:19:37,17:26:37,Fog,Low,motorcycle,Urban,36,Books,Indore,Central,6.51,7,1.101,None,False
SYN2024121700094,30,4.7,26.776239,80.95641,26.666121,80.999947,2024-12-17,20:47:28,20:55:28,Sandstorms,Low,motorcycle,Metropolitian,50,Snacks,Lucknow,North,4.33,8,1.101,None,False
SYN2024121700487,29,4.4,28.632036,77.197201,28.60369,77.174872,2024-12-17,10:51:36,11:03:36,Sunny,High,scooter,Metropolitian,34,Cosmetics,Delhi,North,2.18,12,1.101,None,False
SYN2024121700906,29,4.6,22.921904,72.570286,22.994699,72.751901,2024-12-17,14:56:50,15:17:50,Sandstorms,Jam,van,Metropolitian,113,Grocery,Ahmedabad,West,18.6,21,1.101,None,False
SYN2024121700506,31,4.5,28.51229,77.422407,28.394348,77.455206,2024-12-17,17:17:22,17:32:22,Cloudy,Jam,motorcycle,Metropolitian,80,Apparel,Delhi,North,3.21,15,1.101,None,False
SYN2024121700907,29,4.1,22.687488,88.449465,22.432979,88.598705,2024-12-17,17:44:31,17:57:31,Stormy,Jam,motorcycle,Metropolitian,113,Grocery,Kolkata,East,15.33,13,1.101,None,False
SYN2024121700479,30,4.9,27.016712,75.643957,27.162905,75.829525,2024-12-17,10:33:49,10:51:49,Fog,Jam,motorcycle,Metropolitian,121,Grocery,Jaipur,North,18.37,18,1.101,None,False
SYN2024121700404,26,4.5,17.392353,78.526338,17.202449,78.637333,2024-12-17,23:43:15,23:59:15,Fog,Jam,scooter,Metropolitian,103,Outdoors,Hyderabad,South,11.79,16,1.101,None,False
SYN2024121700359,30,4.3,22.890529,72.586444,22.929924,72.552896,2024-12-17,23:29:23,23:37:23,Sandstorms,High,motorcycle,Metropolitian,97,Skincare,Ahmedabad,West,3.44,8,1.101,None,False
SYN2024121700765,21,4.7,17.245179,78.50238,17.164432,78.432597,2024-12-17,16:38:41,16:54:41,Stormy,High,motorcycle,Metropolitian,87,Sports,Hyderabad,South,7.41,16,1.101,None,False
SYN2024121700358,29,4.8,22.885377,72.601365,22.782194,72.580932,2024-12-17,11:29:09,11:41:09,Sandstorms,Jam,motorcycle,Urban,52,Sports,Ahmedabad,West,2.1,12,1.101,None,False
SYN2024121700210,31,4.8,23.346165,77.44916,23.557102,77.470579,2024-12-17,13:42:52,13:56:52,Stormy,Medium,motorcycle,Metropolitian,79,Electronics,Bhopal,Central,2.22,14,1.101,None,False
SYN2024121700829,23,4.8,20.34286,85.842684,20.501226,86.007745,2024-12-17,23:45:04,23:49:04,Cloudy,Medium,motorcycle,Other,91,Jewelry,Bhubaneswar,East,17.2,4,1.101,None,False
SYN2024121700997,31,4.5,23.041208,72.564029,23.006681,72.57327,2024-12-17,18:48:40,19:06:40,Windy,Jam,motorcycle,Metropolitian,86,Clothing,Ahmedabad,West,0.95,18,1.101,None,False
SYN2024121700563,29,4.4,20.393541,85.692224,20.262128,85.633582,2024-12-17,08:28:20,08:35:20,Cloudy,Low,motorcycle,Urban,75,Clothing,Bhubaneswar,East,6.12,7,1.101,None,False
SYN2024121700194,24,4.8,23.078862,72.495071,23.16441,72.637881,2024-12-17,23:18:46,23:40:46,Stormy,Jam,van,Metropolitian,122,Jewelry,Ahmedabad,West,14.61,22,1.101,None,False
SYN2024121701084,33,4.7,26.82117,75.736222,26.874516,75.552364,2024-12-17,22:32:54,22:47:54,Windy,Jam,motorcycle,Urban,98,Kitchen,Jaipur,North,18.24,15,1.101,None,False
SYN2024121701009,24,4.5,19.174322,72.8025,18.945439,72.838129,2024-12-17,23:28:50,23:40:50,Stormy,High,scooter,Metropolitian,62,Shoes,Mumbai,West,3.77,12,1.101,None,False
SYN2024121701061,32,4.8,28.537278,77.313775,28.412563,77.217499,2024-12-17,13:37:51,13:44:51,Cloudy,Low,scooter,Metropolitian,68,Home,Delhi,North,9.41,7,1.101,None,False
SYN2024121700827,44,4.6,22.940408,72.548563,22.978435,72.563542,2024-12-17,00:05:58,00:19:58,Fog,Jam,scooter,Urban,62,Jewelry,Ahmedabad,West,1.54,14,1.101,None,False
SYN2024121700459,21,4.2,22.703167,88.323575,22.58467,88.299643,2024-12-17,09:41:16,09:59:16,Stormy,Jam,scooter,Urban,56,Grocery,Kolkata,East,2.47,18,1.101,None,False
SYN2024121700490,33,4.8,23.130703,77.486181,23.134735,77.397615,2024-12-17,19:58:26,20:16:26,Windy,Jam,scooter,Metropolitian,75,Home,Bhopal,Central,9.06,18,1.101,None,False
SYN2024121701093,37,5.0,26.86737,75.849186,27.063129,75.67398,2024-12-17,21:16:23,21:27:23,Fog,Low,scooter,Metropolitian,74,Shoes,Jaipur,North,17.37,11,1.101,None,False
SYN2024121700192,35,4.3,20.336366,85.961289,20.25437,86.032557,2024-12-17,15:54:48,16:13:48,Stormy,Jam,scooter,Metropolitian,77,Clothing,Bhubaneswar,East,7.43,19,1.101,None,False
SYN2024121700186,26,4.8,17.292909,78.558421,17.292846,78.434998,2024-12-17,11:11:18,11:31:18,Sunny,Jam,motorcycle,Metropolitian,96,Skincare,Hyderabad,South,13.1,20,1.101,None,False
SYN2024121700521,31,4.9,12.926098,77.74168,12.735341,77.977867,2024-12-17,10:04:06,10:11:06,Fog,Medium,motorcycle,Other,114,Clothing,Bengaluru,South,25.61,7,1.101,None,False
SYN2024121700258,24,4.6,20.307327,85.728575,20.288207,85.69013,2024-12-17,18:20:34,18:35:34,Cloudy,Jam,scooter,Metropolitian,71,Cosmetics,Bhubaneswar,East,4.01,15,1.101,None,False
SYN2024121700086,26,4.4,23.277842,77.408321,23.199947,77.253794,2024-12-17,22:54:27,23:02:27,Stormy,Medium,scooter,Urban,94,Jewelry,Bhopal,Central,15.79,8,1.101,None,False
SYN2024121700038,32,4.6,12.996612,80.213495,12.999062,80.30963,2024-12-17,23:51:18,00:05:18,Fog,High,motorcycle,Metropolitian,91,Jewelry,Chennai,South,10.42,14,1.101,None,False
SYN2024121700267,37,4.5,20.220872,85.864647,20.197738,85.893843,2024-12-17,16:53:48,17:09:48,Windy,Jam,motorcycle,Urban,81,Sports,Bhubaneswar,East,3.05,16,1.101,None,False
SYN2024121700899,37,4.3,12.972486,77.754401,12.925262,77.669374,2024-12-17,18:15:17,18:35:17,Sunny,Jam,scooter,Urban,59,Books,Bengaluru,South,9.21,20,1.101,None,False
SYN2024121700849,24,4.6,13.11905,80.286671,13.201856,80.042663,2024-12-17,09:13:38,09:19:38,Fog,Medium,motorcycle,Metropolitian,143,Cosmetics,Chennai,South,26.42,6,1.101,None,False
SYN2024121700247,27,4.9,23.004197,72.620514,22.872999,72.718928,2024-12-17,20:19:07,20:34:07,Stormy,Jam,scooter,Metropolitian,70,Books,Ahmedabad,West,10.08,15,1.101,None,False
SYN2024121700029,23,4.5,18.579001,73.801678,18.55828,73.723099,2024-12-17,19:21:55,19:26:55,Windy,Low,motorcycle,Urban,53,Clothing,Pune,West,8.28,5,1.101,None,False
SYN2024121700547,44,4.4,23.21777,77.345118,23.385739,77.15526,2024-12-17,20:45:47,21:05:47,Stormy,Jam,motorcycle,Metropolitian,120,Books,Bhopal,Central,19.39,20,1.101,None,False
SYN2024121700096,24,4.8,19.08364,72.885591,19.078029,72.882724,2024-12-17,22:43:55,22:55:55,Sandstorms,Medium,motorcycle,Metropolitian,52,Home,Mumbai,West,0.5,12,1.101,None,False
SYN2024121700619,38,4.6,17.41471,78.465906,17.30108,78.586553,2024-12-17,14:08:09,14:17:09,Cloudy,Medium,van,Other,86,Pet Supplies,Hyderabad,South,12.81,9,1.101,None,False
SYN2024121700882,31,4.5,28.592973,77.204683,28.772242,77.369548,2024-12-17,17:58:58,18:11:58,Sunny,Jam,motorcycle,Metropolitian,92,Clothing,Delhi,North,16.09,13,1.101,None,False
SYN2024121700744,28,4.0,19.108257,72.788412,19.404557,72.615109,2024-12-17,11:09:08,11:15:08,Cloudy,Medium,scooter,Metropolitian,119,Sports,Mumbai,West,18.2,6,1.101,None,False
SYN2024121700660,41,4.9,22.507364,88.382837,22.542585,88.344445,2024-12-17,10:54:52,11:06:52,Cloudy,Low,motorcycle,Urban,51,Jewelry,Kolkata,East,3.94,12,1.101,None,False
SYN2024121700393,35,4.7,20.140486,85.847501,20.149206,85.723209,2024-12-17,17:55:27,18:03:27,Windy,Medium,motorcycle,Metropolitian,91,Skincare,Bhubaneswar,East,12.98,8,1.101,None,False
SYN2024121700336,28,4.5,22.76239,75.835813,22.798875,75.687345,2024-12-17,19:35:28,19:47:28,Cloudy,High,scooter,Metropolitian,106,Apparel,Indore,Central,15.22,12,1.101,None,False
SYN2024121700300,33,4.3,18.380639,73.731195,18.183823,73.845249,2024-12-17,12:33:13,12:49:13,Sandstorms,Low,van,Metropolitian,69,Clothing,Pune,West,12.05,16,1.101,None,False
SYN2024121700331,25,4.4,18.484438,73.903159,18.418392,73.808026,2024-12-17,17:56:50,18:03:50,Sunny,Medium,motorcycle,Metropolitian,68,Jewelry,Pune,West,10.04,7,1.101,None,False
SYN2024121700383,24,4.7,12.964234,77.533267,12.856228,77.481048,2024-12-17,22:39:46,22:54:46,Windy,Jam,motorcycle,Metropolitian,83,Cosmetics,Bengaluru,South,5.66,15,1.101,None,False
SYN2024121800422,24,4.7,18.522207,73.904197,18.584657,73.834957,2024-12-18,21:02:19,21:14:19,Fog,Jam,scooter,Metropolitian,90,Sports,Pune,West,7.3,12,1.043,None,False
SYN2024121800934,29,4.4,22.74031,75.779702,22.780378,75.793176,2024-12-18,18:50:26,18:56:26,Sandstorms,Low,motorcycle,Other,29,Pet Supplies,Indore,Central,1.38,6,1.043,None,False
SYN2024121800165,32,4.4,23.086553,72.680199,23.005949,72.804418,2024-12-18,18:51:20,19:00:20,Sunny,Medium,motorcycle,Urban,88,Snacks,Ahmedabad,West,12.71,9,1.043,None,False
SYN2024121800459,21,4.7,19.101251,73.072962,19.224847,72.909221,2024-12-18,13:14:08,13:23:08,Fog,Low,motorcycle,Metropolitian,114,Skincare,Mumbai,West,17.2,9,1.043,None,False
SYN2024121800311,30,4.9,18.494088,73.995335,18.401669,73.953564,2024-12-18,08:19:59,08:29:59,Fog,Low,motorcycle,Urban,48,Pet Supplies,Pune,West,4.41,10,1.043,None,False
SYN2024121800467,35,4.7,19.085949,72.885444,19.17414,72.885871,2024-12-18,20:37:34,20:45:34,Cloudy,Medium,motorcycle,Metropolitian,44,Cosmetics,Mumbai,West,0.5,8,1.043,None,False
SYN2024121800735,32,4.6,18.984498,72.727761,18.906597,72.85009,2024-12-18,21:29:55,21:42:55,Stormy,Medium,motorcycle,Metropolitian,82,Home,Mumbai,West,12.87,13,1.043,None,False
SYN2024121800068,25,4.7,19.101578,72.912448,19.207025,72.920897,2024-12-18,23:07:39,23:21:39,Stormy,Jam,scooter,Urban,58,Shoes,Mumbai,West,0.91,14,1.043,None,False
SYN2024121800903,24,4.9,28.604635,77.278552,28.541671,77.189168,2024-12-18,22:45:51,23:01:51,Fog,Medium,van,Urban,63,Toys,Delhi,North,8.73,16,1.043,None,False
SYN2024121800823,30,4.7,23.160968,72.490174,23.289114,72.61253,2024-12-18,12:16:16,12:21:16,Stormy,Medium,motorcycle,Urban,95,Home,Ahmedabad,West,12.51,5,1.043,None,False
SYN2024121800541,25,4.7,28.617369,77.11773,28.699115,77.073562,2024-12-18,21:52:00,21:57:00,Fog,Medium,motorcycle,Metropolitian,85,Toys,Delhi,North,4.31,5,1.043,None,False
SYN2024121800737,30,4.8,22.565984,88.353306,22.424276,88.390419,2024-12-18,09:21:46,09:30:46,Sunny,Medium,scooter,Metropolitian,22,Electronics,Kolkata,East,3.82,9,1.043,None,False
SYN2024121800633,34,4.9,26.808742,75.805885,26.806829,75.868551,2024-12-18,18:44:56,18:53:56,Sandstorms,High,van,Metropolitian,76,Pet Supplies,Jaipur,North,6.22,9,1.043,None,False
SYN2024121800331,32,4.4,23.225037,77.223412,23.212398,76.988621,2024-12-18,21:03:36,21:20:36,Stormy,High,motorcycle,Urban,114,Snacks,Bhopal,Central,23.99,17,1.043,None,False
SYN2024121800873,29,4.2,26.85657,75.799474,26.811571,75.75382,2024-12-18,19:11:56,19:36:56,Stormy,Jam,scooter,Metropolitian,66,Books,Jaipur,North,4.53,25,1.043,None,False
SYN2024121800178,28,4.6,12.92644,77.727995,12.783716,77.643579,2024-12-18,12:52:49,12:58:49,Sandstorms,Low,motorcycle,Metropolitian,43,Snacks,Bengaluru,South,9.16,6,1.043,None,False
SYN2024121800488,37,4.1,26.871408,75.864162,26.907347,76.009629,2024-12-18,18:12:17,18:32:17,Stormy,Jam,motorcycle,Urban,93,Clothing,Jaipur,North,14.43,20,1.043,None,False
SYN2024121800209,22,5.0,22.571285,88.382988,22.499012,88.359743,2024-12-18,17:57:37,18:03:37,Windy,Medium,scooter,Metropolitian,50,Cosmetics,Kolkata,East,2.39,6,1.043,None,False
SYN2024121800998,25,4.5,28.633937,77.229607,28.744299,77.216895,2024-12-18,19:55:10,20:02:10,Cloudy,Low,scooter,Urban,39,Toys,Delhi,North,1.26,7,1.043,None,False
SYN2024121800990,39,4.1,20.391426,85.8419,20.248315,86.001251,2024-12-18,18:31:56,18:42:56,Stormy,Low,motorcycle,Metropolitian,75,Home,Bhubaneswar,East,16.62,11,1.043,None,False
SYN2024121800077,26,5.0,28.590425,77.245418,28.667247,77.321166,2024-12-18,19:11:19,19:20:19,Sunny,Low,scooter,Metropolitian,44,Cosmetics,Delhi,North,7.39,9,1.043,None,False
SYN2024121800505,32,4.7,23.282922,77.44516,23.240455,77.38146,2024-12-18,23:48:52,00:11:52,Cloudy,Jam,motorcycle,Metropolitian,75,Home,Bhopal,Central,6.51,23,1.043,None,False
SYN2024121800015,33,4.6,22.515062,88.388341,22.517738,88.318858,2024-12-18,18:34:30,18:47:30,Fog,Jam,motorcycle,Metropolitian,119,Shoes,Kolkata,East,7.14,13,1.043,None,False
SYN2024121800922,30,5.0,22.957715,72.632943,23.005779,72.418478,2024-12-18,12:13:19,12:23:19,Fog,Medium,scooter,Urban,95,Outdoors,Ahmedabad,West,21.95,10,1.043,None,False
SYN2024121800426,25,4.8,22.807286,75.888444,22.893704,75.824753,2024-12-18,21:35:03,21:51:03,Windy,Jam,scooter,Metropolitian,84,Cosmetics,Indore,Central,6.53,16,1.043,None,False
SYN2024121800792,18,4.8,28.592739,77.235649,28.428453,77.282289,2024-12-18,11:38:34,11:53:34,Sandstorms,Jam,scooter,Metropolitian,66,Jewelry,Delhi,North,4.57,15,1.043,None,False
SYN2024121800967,30,4.7,19.243774,73.021039,19.350271,73.106862,2024-12-18,19:52:53,20:03:53,Windy,Low,scooter,Metropolitian,65,Clothing,Mumbai,West,9.01,11,1.043,None,False
SYN2024121800457,24,4.3,23.240842,77.318057,23.119687,77.33569,2024-12-18,18:09:37,18:19:37,Cloudy,Medium,motorcycle,Other,65,Electronics,Bhopal,Central,1.82,10,1.043,None,False
SYN2024121800325,28,4.3,22.689126,75.848481,22.750282,75.923726,2024-12-18,18:36:57,18:52:57,Stormy,Low,motorcycle,Metropolitian,91,Outdoors,Indore,Central,7.72,16,1.043,None,False
SYN2024121800835,20,4.7,20.288998,85.86473,20.254073,85.78207,2024-12-18,17:17:05,17:29:05,Sandstorms,High,scooter,Metropolitian,70,Skincare,Bhubaneswar,East,8.62,12,1.043,None,False
SYN2024121800802,26,5.0,22.519492,88.419325,22.283503,88.386785,2024-12-18,13:17:43,13:28:43,Fog,Jam,motorcycle,Metropolitian,81,Sports,Kolkata,East,3.38,11,1.043,None,False
SYN2024121800103,28,4.7,22.614719,88.397127,22.659211,88.329718,2024-12-18,14:29:34,14:40:34,Fog,Low,van,Metropolitian,71,Snacks,Kolkata,East,6.92,11,1.043,None,False
SYN2024121800968,26,4.5,23.194642,77.384048,23.183441,77.471527,2024-12-18,19:04:33,19:16:33,Windy,Medium,motorcycle,Metropolitian,70,Kitchen,Bhopal,Central,8.94,12,1.043,None,False
SYN2024121800891,29,4.8,12.939627,77.704414,13.041634,77.850935,2024-12-18,17:33:34,17:40:34,Stormy,Low,motorcycle,Metropolitian,75,Outdoors,Bengaluru,South,15.88,7,1.043,None,False
SYN2024121800872,25,4.7,22.601135,88.481837,22.665781,88.524756,2024-12-18,21:15:10,21:34:10,Stormy,Jam,motorcycle,Metropolitian,94,Jewelry,Kolkata,East,4.41,19,1.043,None,False
SYN2024121800437,32,4.6,18.568172,73.819953,18.552647,73.898335,2024-12-18,20:28:08,20:32:08,Cloudy,Low,motorcycle,Metropolitian,75,Shoes,Pune,West,8.26,4,1.043,None,False
SYN2024121800908,18,4.8,20.286102,85.854482,20.291102,85.920628,2024-12-18,23:06:29,23:26:29,Cloudy,Jam,scooter,Urban,79,Home,Bhubaneswar,East,6.9,20,1.043,None,False
SYN2024121801001,34,4.6,23.01314,72.568071,22.958847,72.443709,2024-12-18,17:15:59,17:28:59,Fog,Jam,scooter,Metropolitian,103,Grocery,Ahmedabad,West,12.73,13,1.043,None,False
SYN2024121800403,31,4.7,20.494666,85.811317,20.437487,85.715064,2024-12-18,23:10:30,23:16:30,Sunny,Low,van,Metropolitian,39,Snacks,Bhubaneswar,East,10.03,6,1.043,None,False
SYN2024121800704,34,4.5,23.315016,77.389897,23.280795,77.559027,2024-12-18,22:14:21,22:27:21,Stormy,Medium,motorcycle,Metropolitian,89,Sports,Bhopal,Central,17.27,13,1.043,None,False
SYN2024121800525,32,4.5,22.475551,88.273391,22.405052,88.362394,2024-12-18,10:55:43,11:06:43,Sandstorms,Jam,motorcycle,Urban,78,Cosmetics,Kolkata,East,9.15,11,1.043,None,False
SYN2024121800878,27,4.6,18.512552,73.784515,18.474708,73.831386,2024-12-18,18:13:02,18:26:02,Sandstorms,Low,motorcycle,Metropolitian,78,Snacks,Pune,West,4.94,13,1.043,None,False
SYN2024121800189,27,4.9,13.036083,77.64174,13.095114,77.698131,2024-12-18,18:28:57,18:37:57,Windy,Low,scooter,Metropolitian,53,Books,Bengaluru,South,6.11,9,1.043,None,False
SYN2024121800869,24,4.7,13.023731,77.735497,13.074194,77.669572,2024-12-18,20:12:40,20:22:40,Fog,Low,motorcycle,Urban,66,Toys,Bengaluru,South,7.14,10,1.043,None,False
SYN2024121800415,30,4.2,13.11967,77.484285,13.160652,77.382311,2024-12-18,23:48:29,00:04:29,Cloudy,Jam,scooter,Metropolitian,121,Skincare,Bengaluru,South,11.04,16,1.043,None,False
SYN2024121800069,36,4.9,22.873537,72.534061,23.063889,72.472326,2024-12-18,21:49:50,21:58:50,Sunny,Low,scooter,Metropolitian,39,Grocery,Ahmedabad,West,6.33,9,1.043,None,False
SYN2024121800029,31,4.6,18.488868,73.821229,18.450918,73.640427,2024-12-18,21:12:23,21:21:23,Fog,Medium,motorcycle,Metropolitian,121,Electronics,Pune,West,19.07,9,1.043,None,False
SYN2024121800925,25,5.0,20.287923,85.900991,20.182229,85.798204,2024-12-18,10:07:03,10:13:03,Cloudy,Low,motorcycle,Metropolitian,63,Outdoors,Bhubaneswar,East,10.73,6,1.043,None,False
SYN2024121800797,33,4.7,23.296941,77.313992,23.37544,77.471062,2024-12-18,21:16:25,21:22:25,Sunny,Medium,motorcycle,Metropolitian,82,Jewelry,Bhopal,Central,16.04,6,1.043,None,False
SYN2024121800164,42,5.0,17.355456,78.336795,17.364924,78.368714,2024-12-18,17:22:04,17:30:04,Fog,Medium,motorcycle,Metropolitian,59,Grocery,Hyderabad,South,3.39,8,1.043,None,False
SYN2024121800049,34,4.5,22.602336,75.977313,22.592701,75.945718,2024-12-18,23:13:31,23:21:31,Stormy,Medium,motorcycle,Metropolitian,90,Skincare,Indore,Central,3.24,8,1.043,None,False
SYN2024121801004,32,4.8,26.910552,81.027788,27.00803,81.134695,2024-12-18,20:47:13,20:56:13,Fog,Jam,motorcycle,Metropolitian,92,Electronics,Lucknow,North,10.6,9,1.043,None,False
SYN2024121800548,24,4.5,26.704845,80.83821,26.650006,80.866781,2024-12-18,23:05:18,23:19:18,Stormy,Low,motorcycle,Other,15,Cosmetics,Lucknow,North,2.84,14,1.043,None,False
SYN2024121800899,22,4.3,26.881979,75.64769,27.038408,75.640579,2024-12-18,19:15:22,19:32:22,Sunny,Jam,scooter,Metropolitian,59,Grocery,Jaipur,North,0.77,17,1.043,None,False
SYN2024121800734,37,4.5,18.453491,73.968912,18.487573,73.871049,2024-12-18,23:25:56,23:37:56,Windy,Jam,motorcycle,Metropolitian,99,Electronics,Pune,West,10.32,12,1.043,None,False
SYN2024121800809,22,4.4,17.364765,78.505258,17.475156,78.543479,2024-12-18,18:33:13,18:43:13,Fog,Medium,motorcycle,Metropolitian,77,Books,Hyderabad,South,4.06,10,1.043,None,False
SYN2024121800154,26,4.6,22.57652,88.33245,22.566386,88.34433,2024-12-18,09:04:01,09:14:01,Windy,Low,motorcycle,Metropolitian,59,Pet Supplies,Kolkata,East,1.22,10,1.043,None,False
SYN2024121800932,29,4.6,20.291061,85.849413,20.182331,85.777821,2024-12-18,14:52:25,14:59:25,Windy,Low,motorcycle,Metropolitian,62,Snacks,Bhubaneswar,East,7.47,7,1.043,None,False
SYN2024121800790,35,4.3,12.963109,77.707205,12.948638,77.698728,2024-12-18,22:08:49,22:21:49,Cloudy,Jam,motorcycle,Metropolitian,76,Grocery,Bengaluru,South,0.92,13,1.043,None,False
SYN2024121800973,32,5.0,13.057527,80.182287,13.26123,80.067938,2024-12-18,22:26:44,22:34:44,Sandstorms,Low,van,Metropolitian,72,Skincare,Chennai,South,12.39,8,1.043,None,False
SYN2024121800060,28,4.6,19.046306,73.005567,18.946889,73.193248,2024-12-18,12:03:04,12:08:04,Stormy,Low,scooter,Metropolitian,86,Cosmetics,Mumbai,West,19.73,5,1.043,None,False
SYN2024121800288,18,4.5,19.15804,72.940845,19.148365,72.994527,2024-12-18,17:06:16,17:17:16,Sandstorms,Low,motorcycle,Metropolitian,56,Electronics,Mumbai,West,5.64,11,1.043,None,False
SYN2024121800019,40,4.8,22.787364,88.449511,22.796937,88.484292,2024-12-18,19:09:08,19:18:08,Cloudy,High,scooter,Metropolitian,45,Kitchen,Kolkata,East,3.57,9,1.043,None,False
SYN2024121900144,35,4.7,22.940599,72.622025,22.771508,72.63292,2024-12-19,18:14:01,18:23:01,Fog,Low,motorcycle,Metropolitian,29,Grocery,Ahmedabad,West,1.16,9,1.098,None,False
SYN2024121900916,34,4.5,13.096862,80.182251,13.034993,80.055904,2024-12-19,21:29:47,21:39:47,Stormy,Medium,motorcycle,Metropolitian,97,Toys,Chennai,South,13.69,10,1.098,None,False
SYN2024121900800,30,4.6,18.470882,73.840589,18.44862,73.855441,2024-12-19,23:05:44,23:14:44,Stormy,Low,motorcycle,Metropolitian,57,Home,Pune,West,1.57,9,1.098,None,False
SYN2024121900425,27,4.7,26.8231,80.893901,26.806033,81.00702,2024-12-19,19:20:33,19:38:33,Cloudy,Jam,motorcycle,Metropolitian,126,Kitchen,Lucknow,North,11.23,18,1.098,None,False
SYN2024121901067,21,4.5,20.405207,85.823637,20.404646,85.974182,2024-12-19,13:34:47,13:46:47,Cloudy,Jam,motorcycle,Metropolitian,125,Pet Supplies,Bhubaneswar,East,15.69,12,1.098,None,False
SYN2024121900366,20,4.8,18.591545,73.957822,18.584353,73.748666,2024-12-19,17:58:24,18:08:24,Fog,Medium,motorcycle,Metropolitian,126,Home,Pune,West,22.04,10,1.098,None,False
SYN2024121900333,33,4.6,23.252117,77.325839,23.469432,77.235235,2024-12-19,20:18:55,20:26:55,Fog,Medium,scooter,Metropolitian,88,Pet Supplies,Bhopal,Central,9.26,8,1.098,None,False
SYN2024121900657,23,4.6,13.038421,77.756116,13.005229,77.719483,2024-12-19,23:15:52,23:25:52,Sandstorms,Medium,motorcycle,Urban,63,Grocery,Bengaluru,South,3.97,10,1.098,None,False
SYN2024121900937,25,4.8,22.656683,75.998578,22.614545,76.008792,2024-12-19,14:00:26,14:10:26,Cloudy,Medium,van,Metropolitian,75,Clothing,Indore,Central,1.05,10,1.098,None,False
SYN2024121900919,25,4.9,22.804882,75.879761,22.711513,75.769919,2024-12-19,08:20:31,08:28:31,Stormy,Medium,van,Urban,68,Kitchen,Indore,Central,11.26,8,1.098,None,False
SYN2024121900601,27,4.7,23.201676,77.263391,23.050689,77.23123,2024-12-19,18:48:56,18:58:56,Windy,Medium,motorcycle,Metropolitian,64,Jewelry,Bhopal,Central,3.3,10,1.098,None,False
SYN2024121900749,30,4.6,18.968823,72.809911,18.774555,72.979575,2024-12-19,17:42:41,17:59:41,Fog,Jam,motorcycle,Metropolitian,150,Grocery,Mumbai,West,17.86,17,1.098,None,False
SYN2024121900402,24,4.0,26.936221,81.041981,27.101683,81.007971,2024-12-19,19:52:18,20:01:18,Windy,Low,scooter,Metropolitian,49,Sports,Lucknow,North,3.38,9,1.098,None,False
SYN2024121900662,37,5.0,17.454272,78.423648,17.358629,78.368195,2024-12-19,22:19:35,22:35:35,Stormy,Jam,motorcycle,Metropolitian,85,Books,Hyderabad,South,5.89,16,1.098,None,False
SYN2024121900306,32,4.6,13.044039,80.168115,13.155093,80.168045,2024-12-19,21:10:45,21:28:45,Cloudy,Jam,motorcycle,Metropolitian,87,Jewelry,Chennai,South,0.5,18,1.098,None,False
SYN2024121900700,27,4.3,17.384451,78.443419,17.462474,78.475879,2024-12-19,21:52:44,22:04:44,Sandstorms,Medium,scooter,Metropolitian,77,Cosmetics,Hyderabad,South,3.45,12,1.098,None,False
SYN2024121900273,18,4.8,22.635444,75.906211,22.472722,75.750941,2024-12-19,23:08:44,23:26:44,Sunny,Jam,scooter,Metropolitian,98,Jewelry,Indore,Central,15.95,18,1.098,None,False
